id,product,amount,price,unit,tax,invoiceid,bodyid,invoicestatusid,customername,currencycode,billdate,account_code,vat_deducation,vat_status
NEYx5Bn, Kirestin Duffy 1 Marcia Erickson Aurelia Hubbard,1.0,33.924,,24.0,0ArNqr,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-26 00:00:00.0,annW,100.0,09e2f
9RvD2LA, Tanner Peterson Louis Steele 3 % Judith Mckenzie ml,1.0,12.647999999999998,,24.0,0ArNqr,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-26 00:00:00.0,annW,100.0,09e2f
E6dWMMV, Cooper Hopkins,1.0,45.024,kpl,24.0,kDE7ZM,4Yml,bw,Nascetur Ridiculus Institute,EUR,2020-10-26 00:00:00.0,DMKp,100.0,09e2f
dnZaV9x, Cooper Hopkins,1.0,95.088,kpl,24.0,p8yKAp,4Yml,bw,Nascetur Ridiculus Institute,EUR,2020-10-26 00:00:00.0,DMKp,100.0,09e2f
39W0BVy, Xander Black Cherokee Alvarado - Christopher Davenport,1206.68,1.2,kpl,0.0,a2Ay3b,4Yml,bw,Dictum Cursus Incorporated,EUR,2020-10-26 00:00:00.0,dyQL,100.0,09e2f
VvLmDng, Fiona Reed Flavia Cruz Cherokee Alvarado - Christopher Davenport,1.0,103.61999999999999,kk,0.0,a2Ay3b,4Yml,bw,Dictum Cursus Incorporated,EUR,2020-10-26 00:00:00.0,dyQL,100.0,09e2f
KE5Gvmz, IG EM Kylee Powers Prescott Sutton,1.0,13.212,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
55vV2Mr, IG EM Brianna Fry Prescott Sutton,1.0,13.212,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
vkNZaD3, IG EM Quynn Mcleod Prescott Sutton,1.0,6.611999999999999,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
kwZ8Kg4, IR SW Grady Lopez Christian Oneal,1.0,13.212,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
XvLNP4l, IR SW Raymond Lara Christian Oneal,1.0,13.212,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
G3p6RpQ, IR SW Judith Wong Christian Oneal,1.0,13.212,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
7pqabqz, IR SW Rebekah Kirkland Christian Oneal,1.0,13.212,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
dnZaYZ5, Gareth Silva Kasimir Mullins Hyatt Downs 60 ml,1.0,19.823999999999998,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
gzZ2NZL, Gareth Silva Kasimir Mullins Channing Calderon 60 ml,1.0,19.823999999999998,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
4QW3DWq, Gareth Silva Kasimir Mullins Tana Turner Christian Oneal,1.0,19.823999999999998,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
nANrkNV, Gareth Silva Kasimir Mullins Garrett Quinn Christian Oneal,1.0,19.823999999999998,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
w7NABN9, Gareth Silva Kasimir Mullins Zahir Dillon Christian Oneal,1.0,19.823999999999998,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
pwA3GAw, Gareth Silva Kasimir Mullins Kirk Solis Christian Oneal,1.0,26.555999999999997,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
qZNV7N2, IR Kirk Bowman Joan Bradshaw 3% 1L,1.0,23.124,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
LEw7kwv, IR Kirk Bowman Joan Bradshaw 6% 1L,1.0,23.124,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
xr9GD9E, IR Kirk Bowman Joan Bradshaw 9% 1L,1.0,23.124,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
ZGLmJL7, IG Allen Torres Jemima Daniels Christian Oneal,1.0,8.411999999999999,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
6gEWlE9, IG Cecilia Robinson Keely Alvarado Mary Gordon Paula Sweet,1.0,29.747999999999998,,24.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
QEKGgKK, Gareth Silva Felix Saunders 10 Lesley Fulton Christian Oneal,1.0,0.0,,0.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,100.0,09e2f
E6dWNd0, Prescott Wong,1.0,-0.012,kpl,0.0,2wWGAr,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-23 00:00:00.0,annW,0.0,09e2f
pwA3GN8, Sacha England Sandra Santana Latifah Solomon,1.0,132.564,kpl,14.0,dJGWR2,4Yml,bw,Nec Urna LLP,EUR,2020-10-26 00:00:00.0,Ddwl,100.0,09e2f
qZNV79L, Sacha England Sandra Santana Latifah Solomon,1.0,19.74,kpl,24.0,dJGWR2,4Yml,bw,Nec Urna LLP,EUR,2020-10-26 00:00:00.0,Ddwl,100.0,09e2f
R6zn4WG, Dalton Perkins,1.0,51.3,kpl,24.0,Bq2DJ9,4Yml,bw,Augue Eu Limited,EUR,2020-10-26 00:00:00.0,DMKp,100.0,09e2f
LEw7g8Z, Cassady Pace Zia Horne Chadwick Garrett,1.0,33.839999999999996,kpl,0.0,QznbZN,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,aED7,100.0,09e2f
xr9GbMg, Cassady Pace Zia Horne Chadwick Garrett,1.0,88.2,kpl,0.0,QznbZN,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,aED7,100.0,09e2f
ZGLmr5A, Cassady Pace Zia Horne Randall Ramirez,1.0,40.199999999999996,kpl,0.0,QznbZN,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,rG9R,100.0,09e2f
2qPrbgR, Kermit Farley Donovan Hammond Amir Carson Chadwick Garrett,1.0,52.5,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,dy7z,100.0,09e2f
lKZ1Gmy, Kermit Farley Donovan Hammond Amir Carson Chadwick Garrett,1.0,39.6,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,aED7,100.0,09e2f
bLZdzQw, Kermit Farley Donovan Hammond Amir Carson Chadwick Garrett,1.0,49.199999999999996,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,aED7,100.0,09e2f
J3M67wK, Kermit Farley Donovan Hammond Amir Carson Chadwick Garrett,1.0,19.2,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,aED7,100.0,09e2f
87GB0v7, Kermit Farley Donovan Hammond Amir Carson Randall Ramirez,1.0,35.279999999999994,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,aED7,100.0,09e2f
10qylZZ, Kermit Farley Donovan Hammond Amir Carson Randall Ramirez,1.0,16.919999999999998,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,rG9R,100.0,09e2f
yYRAJw0, Kermit Farley Donovan Hammond Amir Carson Caryn Dominguez,1.0,25.2,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,JEVz,100.0,09e2f
r7nWwlv, Kermit Farley Donovan Hammond Amir Carson Allegra Fox,1.0,43.68,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,9PbW,100.0,09e2f
0PQ12gA, Kermit Farley Donovan Hammond Amir Carson Nicole Summers,1.0,25.2,kpl,0.0,D78lZB,8y3E,bw,Consectetuer Rhoncus Corp.,EUR,2020-10-26 00:00:00.0,JEVz,100.0,09e2f
NEYx4JR, Yael Carson Benedict Hill Latifah Solomon,1.0,598.968,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
9RvD0dW, Yael Carson Benedict Hill Latifah Solomon,1.0,1417.0079999999998,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
R6znqrm, Yael Carson Benedict Hill Latifah Solomon,1.0,882.576,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
AXvrN84, Yael Carson Benedict Hill Latifah Solomon,1.0,731.676,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
KE5G72R, Yael Carson Benedict Hill Latifah Solomon,1.0,779.628,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
55vV8VZ, Yael Carson Benedict Hill Latifah Solomon,1.0,1270.7160000000001,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
vkNZ6ZX, Yael Carson Benedict Hill Latifah Solomon,1.0,522.42,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
kwZ8681, Yael Carson Benedict Hill Latifah Solomon,1.0,1162.896,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
XvLN6NY, Yael Carson Benedict Hill Latifah Solomon,1.0,896.676,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
G3p6v6y, Yael Carson Benedict Hill Latifah Solomon,1.0,226.344,,24.0,MPvB3y,4Yml,VL,Sem Vitae PC,EUR,2020-10-27 00:00:00.0,annW,100.0,09e2f
2qPrWay, Valentine Roman,1.0,116.39999999999999,kpl,24.0,NWXEzk,4Yml,bw,Laoreet Libero PC,EUR,2020-10-27 00:00:00.0,DQqw,100.0,09e2f
Y7LrEbr, Xander Robinson Berk Singleton Moses Key Dominique Mendoza,1.0,32.556,,14.0,nPba15,4Yml,1Z,At Nisi Ltd,EUR,2020-10-28 00:00:00.0,rBQL,100.0,09e2f
mzNxmvR, Tallulah Molina 10 X 1 KG,1.0,2.904,,14.0,nPba15,4Yml,1Z,At Nisi Ltd,EUR,2020-10-28 00:00:00.0,rBQL,100.0,09e2f
zKX0wlR, Martena Hester Hayden Cannon 05 / Dominique Mendoza,1.0,30.552,,14.0,nPba15,4Yml,1Z,At Nisi Ltd,EUR,2020-10-28 00:00:00.0,rBQL,100.0,09e2f
NEYM6Gk, Iliana Hopkins Carson Case,1.0,26.544,,14.0,nPba15,4Yml,1Z,At Nisi Ltd,EUR,2020-10-28 00:00:00.0,rBQL,100.0,09e2f
MEMWpqy, Dalton Perkins Baxter Dillon Jena Figueroa - Maxine Lawrence,1.0,38.172,kpl,24.0,2wW3pw,4Yml,bw,Nec Luctus Felis PC,EUR,2020-10-29 00:00:00.0,DMKp,100.0,09e2f
Y7LrnqN, Jayme Barnett Winifred Mason Baxter Dillon Jena Figueroa - Maxine Lawrence,1.0,15.672,kpl,24.0,2wW3pw,4Yml,bw,Nec Luctus Felis PC,EUR,2020-10-29 00:00:00.0,qanB,100.0,09e2f
mzNxEYQ, Madonna Lopez Winifred Mason Baxter Dillon Jena Figueroa - Maxine Lawrence,1.0,10.368,kpl,24.0,2wW3pw,4Yml,bw,Nec Luctus Felis PC,EUR,2020-10-29 00:00:00.0,qanB,100.0,09e2f
pwABnmm, Flavia Knight Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,gywELz,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
qZNDvzM, Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,gywELz,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
LEwVz1x, MG Phelan Holman M Summer Burgess Garrison Randolph Suki Rodriquez Kieran Valentine Angelica Mcgowan Neville Fry Philip Snyder Bo Ellison Bruce Lopez,0.0,0.0,kpl,24.0,gywELz,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
xr9yEPY, Gary Henry,1.0,-0.024,kpl,24.0,gywELz,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
ZGL0ZAV, Garrison Randolph Suki Rodriquez Nero Robertson,400.0,0.16356,kpl,24.0,gywELz,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
6gE8YVJ, Chanda Savage,1.0,12.0,kpl,24.0,gywELz,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
87GyYMk, Flavia Knight Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,nPbZzZ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
10qD587, Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,nPbZzZ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
yYRrEK7, MG Clio Beck M Summer Burgess Garrison Randolph Suki Rodriquez Kieran Valentine Angelica Mcgowan Neville Fry Maxwell Mason Luke Brock Bruce Lopez,0.0,0.0,kpl,24.0,nPbZzZ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
r7n2vYE, Garrison Randolph Suki Rodriquez Nero Robertson,200.0,0.207,kpl,24.0,nPbZzZ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
0PQBvJK, Chanda Savage,1.0,12.0,kpl,24.0,nPbZzZ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
mzNxE0r, Flavia Knight Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
zKX0E5E, Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
NEYM71W, MG Graiden Silva M Summer Burgess Garrison Randolph Suki Rodriquez Kieran Valentine Angelica Mcgowan Neville Fry Cathleen Petty Luke Brock Bruce Lopez,0.0,0.0,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
9RvrKMk, Garrison Randolph Suki Rodriquez Nero Robertson,200.0,0.207,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
R6z273z, Chanda Savage,1.0,12.0,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
AXvDgK8, Flavia Knight Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
KE53wbG, Cassady Le Melinda Farmer,0.0,0.0,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
55vJY0J, MG Graiden Silva M Summer Burgess Garrison Randolph Suki Rodriquez Kieran Valentine Angelica Mcgowan Neville Fry Chloe Cleveland Luke Brock Bruce Lopez,0.0,0.0,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
vkN8E9P, Garrison Randolph Suki Rodriquez Nero Robertson,200.0,0.207,kpl,24.0,xkvXdJ,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-28 00:00:00.0,9PEQ,100.0,09e2f
awZGaXk, Kirestin Duffy 1 Marcia Erickson Aurelia Hubbard,1.0,33.924,,24.0,EAy8pD,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
10qD54V, Kirestin Duffy 1 Marcia Erickson Aurelia Hubbard,1.0,33.924,,24.0,l2B49J,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
6gE8Yqm, Pandora Cortez Igor Duffy,1.0,6000.0,kpl,0.0,l2B4YP,4Yml,1Z,Arcu LLC,EUR,2020-11-01 00:00:00.0,avQ7,0.0,09e2f
QEKD75Q, Raphael Kidd  Keegan Baldwin,1.0,2105.0879999999997,kk,24.0,bl5Gw6,4Yml,bw,Ac Libero Limited,EUR,2020-11-01 00:00:00.0,dyQL,100.0,09e2f
vkN8EAg, Wynne Barker Clinton Heath,1.0,480.0,kpl,24.0,kDEr7M,4Yml,bw,Neque Sed Limited,EUR,2020-11-01 00:00:00.0,dyQL,100.0,09e2f
lKZXLvd, Charlotte Hopkins,1.0,72.0,kpl,24.0,gywEqV,4Yml,bw,Arcu LLC,EUR,2020-11-01 00:00:00.0,qanB,100.0,09e2f
bLZqBMZ, Raphael Kidd Gannon Pate Isadora Macdonald Isabella Reid,1.0,2457.1079999999997,,24.0,gywEqV,4Yml,bw,Arcu LLC,EUR,2020-11-01 00:00:00.0,dyQL,100.0,09e2f
nANLPVx, Pandora Cortez Igor Duffy,1.0,0.0,kpl,0.0,a2AdL5,4Yml,1Z,Ac Mattis Inc.,EUR,2020-10-01 00:00:00.0,avQ7,100.0,11e62
6gE8wBJ, Sacha England Sandra Santana Latifah Solomon,1.0,183.91199999999998,kpl,14.0,EAy87q,4Yml,bw,Nec Urna LLP,EUR,2020-10-28 00:00:00.0,Ddwl,100.0,09e2f
QEKDz3X, Sacha England Sandra Santana Latifah Solomon,1.0,25.548,kpl,24.0,EAy87q,4Yml,bw,Nec Urna LLP,EUR,2020-10-28 00:00:00.0,Ddwl,100.0,09e2f
XvLyL01, Sage Manning Chandler Hunt Hillary Marshall,1.0,933.2159999999999,,24.0,q10X53,4Yml,VL,Sem Vitae PC,EUR,2020-10-29 00:00:00.0,YwyZ,100.0,09e2f
qZNDGmA, Valentine Roman,1.0,145.2,kpl,24.0,bl5GP6,4Yml,bw,Nunc Ullamcorper Velit PC,EUR,2020-10-29 00:00:00.0,DQqw,100.0,09e2f
87Gyyl6, Dalton Perkins Lillian Jordan,1.0,68.78399999999999,,24.0,1R3PJ7,4Yml,bw,Nec Luctus Felis PC,EUR,2020-10-29 00:00:00.0,DMKp,100.0,09e2f
10qDDEk, Jayme Barnett Winifred Mason Lillian Jordan,1.0,26.291999999999998,,24.0,1R3PJ7,4Yml,bw,Nec Luctus Felis PC,EUR,2020-10-29 00:00:00.0,qanB,100.0,09e2f
yYRrr3q, Madonna Lopez Winifred Mason Lillian Jordan,1.0,17.856,,24.0,1R3PJ7,4Yml,bw,Nec Luctus Felis PC,EUR,2020-10-29 00:00:00.0,qanB,100.0,09e2f
AXvDDAy, Hiram Hopkins,1.0,171.0,kpl,24.0,EAy8yY,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
KE53348, Karyn Rivers,1.0,2.4,kpl,24.0,EAy8yY,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
LEwVVn0, Hiram Hopkins,1.0,138.6,kpl,24.0,l2B4Bm,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
xr9yyL2, Karyn Rivers,1.0,2.4,kpl,24.0,l2B4Bm,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
E6dJJlY, Hiram Hopkins,1.0,198.0,kpl,24.0,8wk2kw,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
PEQBBMR, Karyn Rivers,1.0,2.4,kpl,24.0,8wk2kw,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
10qDDvV, Hiram Hopkins,1.0,113.39999999999999,kpl,24.0,ryVmVa,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
yYRrrMR, Karyn Rivers,1.0,2.4,kpl,24.0,ryVmVa,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
zKX00Yp, Hiram Hopkins,1.0,99.0,kpl,24.0,D78J8B,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
NEYMMV3, Karyn Rivers,1.0,2.4,kpl,24.0,D78J8B,4Yml,bw,Mauris Non Limited,EUR,2020-10-29 00:00:00.0,6mB7,100.0,09e2f
9RvrJYP," Megan Trevino Jared Gill Ciaran Clarke Samuel Fletcher W, Griffin Cross",1.0,92.7,,24.0,YVJn70,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-29 00:00:00.0,annW,100.0,09e2f
R6z2XWK, Kirestin Duffy 1 Marcia Erickson Aurelia Hubbard,1.0,16.968,,24.0,YVJn70,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-29 00:00:00.0,annW,100.0,09e2f
XvLyG9E, Mira Garner Quinn Reeves Yael Bird Georgia Joseph HE 1 Melinda Whitfield G5,1.0,176.184,,24.0,9wGKRM,4Yml,bw,Dui Nec Urna Consulting,EUR,2020-10-29 00:00:00.0,6plN,100.0,09e2f
G3p1d25, Alvin Stephenson Nola King,1.0,0.0,,24.0,9wGKRM,4Yml,bw,Dui Nec Urna Consulting,EUR,2020-10-29 00:00:00.0,6plN,100.0,09e2f
lKZXErW, Kirestin Duffy 1 Marcia Erickson Aurelia Hubbard,1.0,67.848,,24.0,K9RwEL,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-29 00:00:00.0,annW,100.0,09e2f
bLZq4aA, Tanner Peterson Louis Steele 3 % Judith Mckenzie ml,1.0,12.647999999999998,,24.0,K9RwEL,4Yml,bw,Mauris Suspendisse Foundation,EUR,2020-10-29 00:00:00.0,annW,100.0,09e2f
0PQBWaL, Flavia Knight Berk Pate Cailin Brewer,0.0,0.0,kpl,24.0,2wWNgw,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-29 00:00:00.0,9PEQ,100.0,09e2f
39Wla22, Berk Pate Cailin Brewer,0.0,0.0,kpl,24.0,2wWNgw,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-29 00:00:00.0,9PEQ,100.0,09e2f
VvL8Xp4, MG Maisie Puckett M Summer Burgess Carol Lynn 90 x 50 mm Brenden Snyder Luke Brock Bruce Lopez,0.0,0.0,kpl,24.0,2wWNgw,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-29 00:00:00.0,9PEQ,100.0,09e2f
WvL1zp2, Carol Lynn 90 x 50 mm,200.0,0.261,kpl,24.0,2wWNgw,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-29 00:00:00.0,9PEQ,100.0,09e2f
MEMW674, Chanda Savage,1.0,12.0,kpl,24.0,2wWNgw,4Yml,bw,Phasellus Vitae Mauris Corporation,EUR,2020-10-29 00:00:00.0,9PEQ,100.0,09e2f
7pq1lAD, IR Mason Kent 60 ml,1.0,6.611999999999999,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
dnZXEv2, IR Ray Albert ml,1.0,19.823999999999998,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
gzZXvGy, IR SW Grady Lopez Kerry Robertson,1.0,13.212,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
4QWbBNR, IR SW Raymond Lara Kerry Robertson,1.0,13.212,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
nANLnpN, IR SW Judith Wong Kerry Robertson,1.0,13.212,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
w7N1aDb, IR SW Rebekah Kirkland Kerry Robertson,1.0,13.212,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
pwABRL3, Gareth Silva Kasimir Mullins Sopoline Spence ml,1.0,19.823999999999998,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
qZNDRxD, Gareth Silva Kasimir Mullins Garrison Arnold ml,1.0,19.823999999999998,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
LEwVXBX, Gareth Silva Kasimir Mullins Tana Turner Kerry Robertson,1.0,19.823999999999998,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
xr9yB2m, Gareth Silva Kasimir Mullins Iris Colon Kerry Robertson,1.0,6.611999999999999,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
ZGL0zMa, Gareth Silva Kasimir Mullins Kirk Solis Kerry Robertson,1.0,19.823999999999998,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
6gE82RX, Gareth Silva Kasimir Mullins Elliott Pickett Kerry Robertson,1.0,13.212,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
QEKDPJa, IR Mary Gordon 3% 1L,1.0,11.556000000000001,,24.0,Bq2VV3,4Yml,bw,Ac Arcu Foundation,EUR,2020-10-28 00:00:00.0,annW,100.0,09e2f
